rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1689292800,6.772e+00,4.001e+00,1.830e-01,1.081e-01
1689293400,4.209e+00,3.501e+00,1.137e-01,9.461e-02
1689294000,1.518e+01,6.001e+00,4.102e-01,1.622e-01
1689294600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689295200,1.074e+01,1.000e+00,2.903e-01,2.705e-02
1689295800,4.143e+00,1.000e+01,1.120e-01,2.703e-01
1689296400,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689297000,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689297600,2.251e+01,7.001e+00,6.083e-01,1.892e-01
1689298200,4.143e+00,2.000e+00,1.120e-01,2.705e-02
1689298800,1.737e+01,7.001e+00,4.694e-01,1.892e-01
1689299400,1.521e+01,3.501e+00,4.112e-01,9.461e-02
1689300000,5.643e+01,3.501e+00,1.525e+00,9.461e-02
1689300600,4.158e+01,1.000e+00,1.124e+00,2.705e-02
1689301200,1.711e+01,2.995e+00,4.623e-01,8.095e-02
1689301800,3.629e+01,1.000e+01,9.808e-01,2.703e-01
1689302400,3.222e+01,1.000e+00,8.708e-01,2.705e-02
1689303000,1.504e+01,4.001e+00,4.064e-01,1.081e-01
1689303600,1.717e+01,3.500e+00,4.640e-01,9.461e-02
1689304200,1.283e+01,4.001e+00,3.467e-01,1.081e-01
1689304800,2.913e+01,3.500e+00,7.872e-01,9.461e-02
1689305400,8.609e+00,7.001e+00,2.327e-01,1.892e-01
1689306000,2.424e+01,1.000e+00,6.552e-01,2.705e-02
1689306600,2.428e+01,1.550e+01,6.562e-01,4.190e-01
1689307200,2.468e+01,1.000e+00,6.669e-01,2.705e-02
1689307800,8.675e+00,1.250e+01,2.345e-01,3.379e-01
1689308400,2.651e+01,4.501e+00,7.166e-01,1.216e-01
1689309000,2.728e+01,8.501e+00,7.374e-01,2.298e-01
1689309600,2.180e+01,7.001e+00,5.892e-01,1.892e-01
1689310200,3.388e+01,5.001e+00,9.157e-01,1.352e-01
1689310800,3.101e+01,8.501e+00,8.381e-01,2.298e-01
1689311400,2.634e+01,8.501e+00,7.119e-01,2.298e-01
1689312000,2.866e+01,1.050e+01,7.745e-01,2.838e-01
1689312600,2.616e+01,1.150e+01,7.070e-01,3.109e-01
1689313200,3.073e+01,6.001e+00,8.307e-01,1.622e-01
1689313800,1.075e+01,5.501e+00,2.904e-01,1.487e-01
1689314400,1.704e+01,2.350e+01,4.605e-01,6.352e-01
1689315000,1.283e+01,1.000e+00,3.466e-01,2.705e-02
1689315600,8.609e+00,6.001e+00,2.327e-01,1.622e-01
1689316200,2.923e+01,1.400e+01,7.899e-01,3.784e-01
1689316800,1.506e+01,1.000e+00,4.069e-01,2.705e-02
1689317400,6.145e+00,2.500e+00,1.661e-01,6.758e-02
1689318000,2.447e+01,1.000e+00,6.613e-01,2.705e-02
1689318600,1.293e+01,4.001e+00,3.496e-01,1.081e-01
1689319200,2.205e+01,1.550e+01,5.959e-01,4.190e-01
1689319800,1.294e+01,1.000e+00,3.497e-01,2.705e-02
1689320400,1.965e+01,2.500e+00,5.311e-01,6.758e-02
1689321000,1.522e+01,8.001e+00,4.113e-01,2.162e-01
1689321600,1.510e+01,3.000e+00,4.081e-01,8.109e-02
1689322200,1.966e+01,1.000e+00,5.313e-01,2.705e-02
1689322800,8.609e+00,6.501e+00,2.327e-01,1.757e-01
1689323400,1.958e+01,1.100e+01,5.291e-01,2.973e-01
1689324000,1.283e+01,6.501e+00,3.468e-01,1.757e-01
1689324600,1.079e+01,3.000e+00,2.916e-01,8.109e-02
1689325200,4.077e+00,1.000e+00,1.102e-01,2.705e-02
1689325800,6.409e+00,7.501e+00,1.732e-01,2.027e-01
1689326400,4.143e+00,6.001e+00,1.120e-01,1.622e-01
1689327000,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689327600,8.609e+00,1.300e+01,2.327e-01,3.514e-01
1689328200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689328800,1.088e+01,1.200e+01,2.941e-01,3.244e-01
1689329400,1.305e+01,6.001e+00,3.528e-01,1.622e-01
1689330000,1.763e+01,4.501e+00,4.766e-01,1.216e-01
1689330600,2.231e+01,6.501e+00,6.029e-01,1.757e-01
1689331200,1.977e+01,4.001e+00,5.344e-01,1.081e-01
1689331800,8.609e+00,1.000e+01,2.327e-01,2.703e-01
1689332400,6.464e+00,1.000e+00,1.747e-01,2.705e-02
1689333000,2.232e+01,3.000e+00,6.031e-01,8.109e-02
1689333600,1.523e+01,8.501e+00,4.116e-01,2.298e-01
1689334200,1.086e+01,7.501e+00,2.936e-01,2.027e-01
1689334800,4.275e+00,7.501e+00,1.155e-01,2.027e-01
1689335400,2.002e+01,7.501e+00,5.411e-01,2.027e-01
1689336000,1.992e+01,4.001e+00,5.384e-01,1.081e-01
1689336600,1.735e+01,5.001e+00,4.690e-01,1.352e-01
1689337200,6.409e+00,1.100e+01,1.732e-01,2.973e-01
1689337800,1.087e+01,1.000e+00,2.937e-01,2.705e-02
1689338400,1.526e+01,7.001e+00,4.126e-01,1.892e-01
1689339000,1.965e+01,6.501e+00,5.311e-01,1.757e-01
1689339600,1.073e+01,5.501e+00,2.900e-01,1.487e-01
1689340200,1.753e+01,5.501e+00,4.738e-01,1.487e-01
1689340800,8.675e+00,1.550e+01,2.345e-01,4.190e-01
1689341400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689342000,8.609e+00,1.300e+01,2.327e-01,3.514e-01
1689342600,1.074e+01,6.501e+00,2.903e-01,1.757e-01
1689343200,1.081e+01,1.000e+00,2.921e-01,2.705e-02
1689343800,1.297e+01,1.200e+01,3.504e-01,3.244e-01
1689344400,6.409e+00,5.501e+00,1.732e-01,1.487e-01
1689345000,2.982e+01,1.150e+01,8.058e-01,3.109e-01
1689345600,1.973e+01,8.501e+00,5.334e-01,2.298e-01
1689346200,1.079e+01,3.000e+00,2.917e-01,8.109e-02
1689346800,2.228e+01,5.501e+00,6.021e-01,1.487e-01
1689347400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689348000,1.298e+01,1.198e+01,3.507e-01,3.238e-01
1689348600,1.510e+01,4.501e+00,4.082e-01,1.216e-01
1689349200,2.695e+01,1.500e+01,7.284e-01,4.055e-01
1689349800,1.517e+01,3.000e+00,4.099e-01,8.109e-02
1689350400,3.187e+01,1.100e+01,8.613e-01,2.973e-01
1689351000,1.954e+01,3.000e+00,5.281e-01,8.109e-02
1689351600,1.293e+01,7.001e+00,3.495e-01,1.892e-01
1689352200,1.302e+01,7.501e+00,3.518e-01,2.027e-01
1689352800,1.959e+01,1.000e+00,5.295e-01,2.705e-02
1689353400,2.202e+01,1.100e+01,5.952e-01,2.973e-01
1689354000,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689354600,1.290e+01,7.001e+00,3.488e-01,1.892e-01
1689355200,1.520e+01,6.501e+00,4.108e-01,1.757e-01
1689355800,1.073e+01,7.501e+00,2.899e-01,2.027e-01
1689356400,1.073e+01,1.150e+01,2.900e-01,3.109e-01
1689357000,1.293e+01,4.001e+00,3.495e-01,1.081e-01
1689357600,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689358200,1.747e+01,1.050e+01,4.723e-01,2.838e-01
1689358800,4.209e+00,1.000e+01,1.137e-01,2.703e-01
1689359400,8.675e+00,4.001e+00,2.345e-01,1.081e-01
1689360000,1.226e+01,1.000e+00,3.315e-01,2.705e-02
1689360600,8.609e+00,7.001e+00,2.327e-01,1.892e-01
1689361200,1.756e+01,5.501e+00,4.746e-01,1.487e-01
1689361800,8.543e+00,1.200e+01,2.309e-01,3.244e-01
1689362400,1.304e+01,1.000e+00,3.523e-01,2.705e-02
1689363000,6.475e+00,1.000e+01,1.750e-01,2.703e-01
1689363600,4.136e+00,3.495e+00,1.118e-01,9.445e-02
1689364200,1.088e+01,1.000e+00,2.941e-01,2.705e-02
1689364800,1.312e+01,1.250e+01,3.546e-01,3.379e-01
1689365400,2.721e+01,5.501e+00,7.354e-01,1.487e-01
1689366000,1.286e+01,1.000e+00,3.476e-01,2.705e-02
1689366600,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1689367200,1.000e+00,5.501e+00,2.705e-02,1.487e-01
1689367800,6.277e+00,9.001e+00,1.697e-01,2.433e-01
1689368400,2.245e+01,1.000e+00,6.066e-01,2.705e-02
1689369000,1.210e+01,3.000e+00,3.270e-01,8.109e-02
1689369600,1.979e+01,3.501e+00,5.348e-01,9.461e-02
1689370200,8.609e+00,8.501e+00,2.327e-01,2.298e-01
1689370800,1.744e+01,3.000e+00,4.714e-01,8.109e-02
1689371400,2.223e+01,8.501e+00,6.008e-01,2.298e-01
1689372000,1.965e+01,1.000e+00,5.310e-01,2.705e-02
1689372600,6.409e+00,9.001e+00,1.732e-01,2.433e-01
1689373200,2.075e+00,5.501e+00,5.607e-02,1.487e-01
1689373800,4.143e+00,2.000e+00,1.120e-01,2.705e-02
1689374400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689375000,8.609e+00,4.501e+00,2.327e-01,1.216e-01
1689375600,1.766e+01,3.000e+00,4.774e-01,8.109e-02
1689376200,6.277e+00,9.501e+00,1.697e-01,2.568e-01
1689376800,4.143e+00,3.500e+00,1.120e-01,9.461e-02
1689377400,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1689378000,1.306e+01,8.001e+00,3.531e-01,2.162e-01
1689378600,1.312e+01,3.501e+00,3.545e-01,9.461e-02
1689379200,1.291e+01,1.000e+00,3.489e-01,2.705e-02
1689379800,6.398e+00,1.000e+00,1.729e-01,2.705e-02
1689380400,8.609e+00,7.001e+00,2.327e-01,1.892e-01
1689381000,2.009e+00,5.501e+00,5.428e-02,1.487e-01
1689381600,6.343e+00,9.001e+00,1.714e-01,2.433e-01
1689382200,1.082e+01,2.500e+00,2.925e-01,6.758e-02
1689382800,1.068e+01,1.000e+00,2.888e-01,2.705e-02
1689383400,2.482e+01,2.500e+00,6.709e-01,6.758e-02
1689384000,1.757e+01,4.501e+00,4.747e-01,1.216e-01
1689384600,2.218e+01,8.501e+00,5.994e-01,2.298e-01
1689385200,1.495e+01,1.000e+00,4.040e-01,2.705e-02
1689385800,8.411e+00,2.000e+00,2.273e-01,2.705e-02
1689386400,2.961e+01,7.001e+00,8.003e-01,1.892e-01
1689387000,1.743e+01,5.001e+00,4.710e-01,1.352e-01
1689387600,3.952e+01,1.000e+00,1.068e+00,2.705e-02
1689388200,3.377e+01,9.001e+00,9.127e-01,2.433e-01
1689388800,2.721e+01,7.001e+00,7.355e-01,1.892e-01
1689389400,1.945e+01,1.000e+00,5.258e-01,2.705e-02
1689390000,2.648e+01,1.000e+00,7.156e-01,2.705e-02
1689390600,1.503e+01,7.001e+00,4.061e-01,1.892e-01
1689391200,2.417e+01,3.501e+00,6.533e-01,9.461e-02
1689391800,2.158e+01,5.001e+00,5.833e-01,1.352e-01
1689392400,1.083e+01,8.501e+00,2.927e-01,2.298e-01
1689393000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689393600,1.296e+01,1.000e+01,3.503e-01,2.703e-01
1689394200,1.290e+01,1.000e+00,3.486e-01,2.705e-02
1689394800,2.946e+01,5.001e+00,7.963e-01,1.352e-01
1689395400,1.967e+01,1.897e+01,5.316e-01,5.127e-01
1689396000,3.674e+01,1.000e+00,9.928e-01,2.705e-02
1689396600,8.411e+00,3.000e+00,2.273e-01,8.109e-02
1689397200,1.294e+01,1.300e+01,3.497e-01,3.514e-01
1689397800,2.754e+01,1.000e+00,7.444e-01,2.705e-02
1689398400,1.719e+01,7.001e+00,4.646e-01,1.892e-01
1689399000,1.963e+01,3.500e+00,5.306e-01,9.461e-02
1689399600,1.512e+01,8.501e+00,4.086e-01,2.298e-01
1689400200,1.288e+01,1.000e+00,3.480e-01,2.705e-02
1689400800,1.735e+01,4.001e+00,4.689e-01,1.081e-01
1689401400,1.000e+00,7.001e+00,2.705e-02,1.892e-01
1689402000,8.543e+00,3.500e+00,2.309e-01,9.461e-02
1689402600,1.989e+01,3.501e+00,5.374e-01,9.461e-02
1689403200,8.609e+00,9.001e+00,2.327e-01,2.433e-01
1689403800,1.301e+01,2.500e+00,3.516e-01,6.758e-02
1689404400,1.213e+01,1.000e+00,3.278e-01,2.705e-02
1689405000,1.080e+01,1.950e+01,2.919e-01,5.271e-01
1689405600,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1689406200,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1689406800,2.230e+01,1.550e+01,6.028e-01,4.190e-01
1689407400,1.293e+01,1.000e+00,3.493e-01,2.705e-02
1689408000,1.992e+01,7.501e+00,5.385e-01,2.027e-01
1689408600,1.305e+01,1.350e+01,3.527e-01,3.649e-01
1689409200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689409800,1.302e+01,9.501e+00,3.518e-01,2.568e-01
1689410400,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689411000,1.520e+01,3.495e+00,4.108e-01,9.445e-02
1689411600,1.275e+01,7.001e+00,3.445e-01,1.892e-01
1689412200,1.527e+01,1.500e+01,4.127e-01,4.055e-01
1689412800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689413400,8.609e+00,1.550e+01,2.327e-01,4.190e-01
1689414000,1.530e+01,1.000e+00,4.134e-01,2.705e-02
1689414600,2.228e+01,2.000e+00,6.022e-01,2.705e-02
1689415200,1.529e+01,7.501e+00,4.133e-01,2.027e-01
1689415800,2.219e+01,1.100e+01,5.996e-01,2.973e-01
1689416400,1.085e+01,1.000e+00,2.933e-01,2.705e-02
1689417000,1.509e+01,7.501e+00,4.079e-01,2.027e-01
1689417600,3.345e+01,7.501e+00,9.041e-01,2.027e-01
1689418200,2.182e+01,1.000e+00,5.898e-01,2.705e-02
1689418800,1.730e+01,8.501e+00,4.676e-01,2.298e-01
1689419400,1.960e+01,1.100e+01,5.297e-01,2.973e-01
1689420000,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689420600,1.748e+01,1.750e+01,4.725e-01,4.730e-01
1689421200,1.731e+01,1.000e+00,4.678e-01,2.705e-02
1689421800,1.290e+01,1.350e+01,3.486e-01,3.649e-01
1689422400,1.977e+01,5.501e+00,5.344e-01,1.487e-01
1689423000,3.428e+01,2.300e+01,9.266e-01,6.217e-01
1689423600,3.854e+01,1.000e+00,1.042e+00,2.705e-02
1689424200,2.397e+01,2.200e+01,6.479e-01,5.947e-01
1689424800,2.623e+01,4.001e+00,7.088e-01,1.081e-01
1689425400,4.130e+01,7.501e+00,1.116e+00,2.027e-01
1689426000,2.348e+01,8.001e+00,6.346e-01,2.162e-01
1689426600,4.096e+01,8.986e+00,1.107e+00,2.429e-01
1689427200,1.705e+01,2.500e+01,4.607e-01,6.758e-01
1689427800,2.385e+01,6.001e+00,6.445e-01,1.622e-01
1689428400,3.357e+01,2.050e+01,9.074e-01,5.541e-01
1689429000,1.922e+01,1.750e+01,5.195e-01,4.730e-01
1689429600,2.345e+01,1.800e+01,6.337e-01,4.866e-01
1689430200,2.586e+01,2.000e+00,6.988e-01,2.705e-02
1689430800,3.099e+01,2.000e+01,8.375e-01,5.406e-01
1689431400,4.053e+01,1.000e+00,1.095e+00,2.705e-02
1689432000,3.546e+01,2.200e+01,9.583e-01,5.947e-01
1689432600,2.344e+01,1.300e+01,6.336e-01,3.514e-01
1689433200,2.135e+01,7.001e+00,5.770e-01,1.892e-01
1689433800,3.571e+01,8.001e+00,9.651e-01,2.162e-01
1689434400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689435000,1.082e+01,2.000e+01,2.925e-01,5.406e-01
1689435600,1.077e+01,1.000e+00,2.910e-01,2.705e-02
1689436200,6.409e+00,9.001e+00,1.732e-01,2.433e-01
1689436800,6.409e+00,6.001e+00,1.732e-01,1.622e-01
1689437400,1.073e+01,6.501e+00,2.899e-01,1.757e-01
1689438000,1.206e+01,1.000e+00,3.260e-01,2.705e-02
1689438600,4.275e+00,1.100e+01,1.155e-01,2.973e-01
1689439200,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689439800,1.770e+01,8.001e+00,4.783e-01,2.162e-01
1689440400,1.087e+01,4.501e+00,2.937e-01,1.216e-01
1689441000,2.238e+01,1.000e+00,6.048e-01,2.705e-02
1689441600,1.306e+01,1.150e+01,3.529e-01,3.109e-01
1689442200,1.508e+01,6.990e+00,4.077e-01,1.889e-01
1689442800,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689443400,1.074e+01,8.001e+00,2.902e-01,2.162e-01
1689444000,2.968e+01,1.000e+00,8.021e-01,2.705e-02
1689444600,3.180e+01,1.900e+01,8.594e-01,5.136e-01
1689445200,3.163e+01,3.000e+00,8.549e-01,8.109e-02
1689445800,2.996e+01,1.000e+00,8.097e-01,2.705e-02
1689446400,3.389e+01,9.001e+00,9.160e-01,2.433e-01
1689447000,2.633e+01,3.500e+00,7.116e-01,9.461e-02
1689447600,1.500e+01,9.501e+00,4.055e-01,2.568e-01
1689448200,2.635e+01,1.000e+00,7.122e-01,2.705e-02
1689448800,1.952e+01,7.501e+00,5.276e-01,2.027e-01
1689449400,1.076e+01,6.501e+00,2.909e-01,1.757e-01
1689450000,1.517e+01,7.501e+00,4.101e-01,2.027e-01
1689450600,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689451200,1.725e+01,7.501e+00,4.663e-01,2.027e-01
1689451800,1.079e+01,6.501e+00,2.915e-01,1.757e-01
1689452400,1.291e+01,5.501e+00,3.490e-01,1.487e-01
1689453000,1.959e+01,2.000e+00,5.293e-01,2.705e-02
1689453600,1.303e+01,1.000e+01,3.522e-01,2.703e-01
1689454200,8.543e+00,6.501e+00,2.309e-01,1.757e-01
1689454800,1.759e+01,2.000e+00,4.755e-01,2.705e-02
1689455400,8.543e+00,5.001e+00,2.309e-01,1.352e-01
1689456000,1.073e+01,7.501e+00,2.901e-01,2.027e-01
1689456600,1.995e+01,2.000e+00,5.392e-01,2.705e-02
1689457200,8.609e+00,7.501e+00,2.327e-01,2.027e-01
1689457800,1.072e+01,1.000e+00,2.896e-01,2.705e-02
1689458400,1.201e+01,7.001e+00,3.245e-01,1.892e-01
1689459000,1.308e+01,9.501e+00,3.536e-01,2.568e-01
1689459600,1.074e+01,2.000e+00,2.902e-01,2.705e-02
1689460200,1.743e+01,1.300e+01,4.712e-01,3.514e-01
1689460800,1.532e+01,1.000e+00,4.139e-01,2.705e-02
1689461400,1.080e+01,1.000e+01,2.918e-01,2.703e-01
1689462000,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689462600,2.225e+01,7.501e+00,6.015e-01,2.027e-01
1689463200,1.299e+01,8.501e+00,3.512e-01,2.298e-01
1689463800,1.300e+01,1.000e+00,3.514e-01,2.705e-02
1689464400,6.409e+00,9.001e+00,1.732e-01,2.433e-01
1689465000,1.529e+01,1.000e+01,4.132e-01,2.703e-01
1689465600,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689466200,1.297e+01,8.001e+00,3.506e-01,2.162e-01
1689466800,2.218e+01,4.501e+00,5.994e-01,1.216e-01
1689467400,8.609e+00,6.001e+00,2.327e-01,1.622e-01
1689468000,1.074e+01,1.000e+00,2.902e-01,2.705e-02
1689468600,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689469200,4.275e+00,1.100e+01,1.155e-01,2.973e-01
1689469800,4.275e+00,6.001e+00,1.155e-01,1.622e-01
1689470400,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1689471000,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689471600,1.000e+00,3.000e+00,2.705e-02,8.109e-02
1689472200,1.296e+01,9.501e+00,3.503e-01,2.568e-01
1689472800,1.530e+01,1.000e+00,4.135e-01,2.705e-02
1689473400,8.661e+00,3.994e+00,2.341e-01,1.079e-01
1689474000,1.528e+01,1.000e+00,4.129e-01,2.705e-02
1689474600,1.756e+01,1.000e+00,4.745e-01,2.705e-02
1689475200,1.985e+01,6.501e+00,5.366e-01,1.757e-01
1689475800,1.300e+01,1.000e+00,3.515e-01,2.705e-02
1689476400,1.308e+01,4.501e+00,3.534e-01,1.216e-01
1689477000,1.067e+01,2.000e+00,2.884e-01,2.705e-02
1689477600,4.209e+00,4.001e+00,1.137e-01,1.081e-01
1689478200,1.749e+01,9.001e+00,4.726e-01,2.433e-01
1689478800,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1689479400,8.609e+00,3.000e+00,2.327e-01,8.109e-02
1689480000,8.609e+00,4.501e+00,2.327e-01,1.216e-01
1689480600,1.088e+01,2.000e+00,2.939e-01,2.705e-02
1689481200,6.475e+00,6.001e+00,1.750e-01,1.622e-01
1689481800,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1689482400,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689483000,1.307e+01,9.501e+00,3.531e-01,2.568e-01
1689483600,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689484200,2.005e+01,9.001e+00,5.419e-01,2.433e-01
1689484800,1.074e+01,1.000e+00,2.903e-01,2.705e-02
1689485400,1.537e+01,9.501e+00,4.155e-01,2.568e-01
1689486000,1.296e+01,1.000e+00,3.502e-01,2.705e-02
1689486600,1.494e+01,1.300e+01,4.038e-01,3.514e-01
1689487200,2.807e+01,1.000e+00,7.586e-01,2.705e-02
1689487800,1.085e+01,5.501e+00,2.934e-01,1.487e-01
1689488400,6.343e+00,4.501e+00,1.714e-01,1.216e-01
1689489000,1.300e+01,7.488e+00,3.512e-01,2.024e-01
1689489600,1.288e+01,7.001e+00,3.481e-01,1.892e-01
1689490200,1.074e+01,1.050e+01,2.902e-01,2.838e-01
1689490800,4.821e+01,1.000e+00,1.303e+00,2.705e-02
1689491400,6.055e+01,1.450e+01,1.636e+00,3.919e-01
1689492000,9.673e+01,2.000e+00,2.614e+00,2.705e-02
1689492600,1.784e+01,1.400e+01,4.821e-01,3.784e-01
1689493200,1.901e+01,1.450e+01,5.138e-01,3.919e-01
1689493800,2.610e+01,6.001e+00,7.054e-01,1.622e-01
1689494400,2.611e+01,4.001e+00,7.055e-01,1.081e-01
1689495000,1.492e+01,8.501e+00,4.031e-01,2.298e-01
1689495600,2.163e+01,5.001e+00,5.847e-01,1.352e-01
1689496200,1.075e+01,3.501e+00,2.906e-01,9.461e-02
1689496800,1.959e+01,1.800e+01,5.294e-01,4.866e-01
1689497400,1.917e+01,8.501e+00,5.182e-01,2.298e-01
1689498000,2.902e+01,1.000e+00,7.844e-01,2.705e-02
1689498600,1.946e+01,1.700e+01,5.260e-01,4.595e-01
1689499200,4.143e+00,1.000e+00,1.120e-01,2.705e-02
1689499800,8.675e+00,9.501e+00,2.345e-01,2.568e-01
1689500400,4.143e+00,7.001e+00,1.120e-01,1.892e-01
1689501000,1.080e+01,1.000e+00,2.918e-01,2.705e-02
1689501600,4.275e+00,6.501e+00,1.155e-01,1.757e-01
1689502200,1.000e+00,7.001e+00,2.705e-02,1.892e-01
1689502800,1.313e+01,1.000e+00,3.548e-01,2.705e-02
1689503400,4.209e+00,5.001e+00,1.138e-01,1.352e-01
1689504000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689504600,2.000e+01,6.990e+00,5.405e-01,1.889e-01
1689505200,1.081e+01,5.001e+00,2.920e-01,1.352e-01
1689505800,1.081e+01,3.000e+00,2.921e-01,8.109e-02
1689506400,1.530e+01,2.500e+00,4.136e-01,6.758e-02
1689507000,2.230e+01,7.501e+00,6.027e-01,2.027e-01
1689507600,4.077e+00,1.000e+00,1.102e-01,2.705e-02
1689508200,6.475e+00,2.000e+00,1.750e-01,2.705e-02
1689508800,4.143e+00,1.250e+01,1.120e-01,3.379e-01
1689509400,1.082e+01,1.000e+00,2.923e-01,2.705e-02
1689510000,1.533e+01,3.000e+00,4.143e-01,8.109e-02
1689510600,1.509e+01,8.501e+00,4.080e-01,2.298e-01
1689511200,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689511800,2.238e+01,1.000e+00,6.049e-01,2.705e-02
1689512400,3.690e+01,9.501e+00,9.974e-01,2.568e-01
1689513000,1.294e+01,1.000e+00,3.498e-01,2.705e-02
1689513600,4.143e+00,1.050e+01,1.120e-01,2.838e-01
1689514200,1.532e+01,1.000e+00,4.142e-01,2.705e-02
1689514800,1.293e+01,7.501e+00,3.494e-01,2.027e-01
1689515400,1.985e+01,5.001e+00,5.364e-01,1.352e-01
1689516000,1.986e+01,3.000e+00,5.367e-01,8.109e-02
1689516600,1.512e+01,5.001e+00,4.087e-01,1.352e-01
1689517200,1.086e+01,4.001e+00,2.934e-01,1.081e-01
1689517800,1.529e+01,5.501e+00,4.133e-01,1.487e-01
1689518400,1.066e+01,1.000e+00,2.882e-01,2.705e-02
1689519000,1.759e+01,1.250e+01,4.754e-01,3.379e-01
1689519600,4.077e+00,2.500e+00,1.102e-01,6.758e-02
1689520200,1.525e+01,5.491e+00,4.122e-01,1.484e-01
1689520800,6.475e+00,1.150e+01,1.750e-01,3.109e-01
1689521400,2.001e+01,1.000e+00,5.407e-01,2.705e-02
1689522000,8.675e+00,8.501e+00,2.345e-01,2.298e-01
1689522600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689523200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689523800,1.768e+01,1.200e+01,4.778e-01,3.244e-01
1689524400,1.989e+01,1.000e+00,5.376e-01,2.705e-02
1689525000,2.159e+00,9.001e+00,5.835e-02,2.433e-01
1689525600,1.304e+01,1.000e+00,3.523e-01,2.705e-02
1689526200,8.543e+00,8.001e+00,2.309e-01,2.162e-01
1689526800,1.754e+01,5.001e+00,4.741e-01,1.352e-01
1689527400,1.308e+01,1.100e+01,3.535e-01,2.973e-01
1689528000,1.520e+01,4.001e+00,4.108e-01,1.081e-01
1689528600,1.526e+01,9.501e+00,4.123e-01,2.568e-01
1689529200,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689529800,1.537e+01,1.000e+00,4.154e-01,2.705e-02
1689530400,4.143e+00,2.500e+00,1.120e-01,6.758e-02
1689531000,1.304e+01,3.500e+00,3.525e-01,9.461e-02
1689531600,8.609e+00,9.001e+00,2.327e-01,2.433e-01
1689532200,1.081e+01,4.501e+00,2.922e-01,1.216e-01
1689532800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689533400,1.539e+01,1.050e+01,4.159e-01,2.838e-01
1689534000,1.987e+01,1.000e+00,5.370e-01,2.705e-02
1689534600,2.075e+00,1.000e+01,5.607e-02,2.703e-01
1689535200,2.731e+01,1.000e+00,7.380e-01,2.705e-02
1689535800,1.527e+01,1.198e+01,4.126e-01,3.238e-01
1689536400,1.293e+01,1.000e+00,3.494e-01,2.705e-02
1689537000,1.307e+01,4.501e+00,3.532e-01,1.216e-01
1689537600,1.307e+01,7.501e+00,3.532e-01,2.027e-01
1689538200,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689538800,8.609e+00,9.501e+00,2.327e-01,2.568e-01
1689539400,8.675e+00,2.000e+00,2.345e-01,2.705e-02
1689540000,2.009e+00,2.500e+00,5.428e-02,6.758e-02
1689540600,1.542e+01,3.500e+00,4.166e-01,9.461e-02
1689541200,6.343e+00,1.050e+01,1.714e-01,2.838e-01
1689541800,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689542400,2.075e+00,2.500e+00,5.607e-02,6.758e-02
1689543000,1.076e+01,7.001e+00,2.907e-01,1.892e-01
1689543600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689544200,1.777e+01,5.001e+00,4.804e-01,1.352e-01
1689544800,1.539e+01,1.000e+00,4.159e-01,2.705e-02
1689545400,8.609e+00,7.001e+00,2.327e-01,1.892e-01
